name,district,party,role,region,twitter_id,twitter_name,marpor_affiliation,per101,per102,per103_1,per103_2,per104,per105,per106,per107,per108,per109,per110,per201_1,per201_2,per202_1,per202_2,per202_3,per202_4,per203,per204,per301,per302,per303,per304,per305_1,per305_2,per305_3,per305_4,per305_5,per305_6,per401,per402,per403,per404,per405,per406,per407,per408,per408.1,per408.2,per408.3,per410,per411,per412,per413,per414,per415,per416_1,per416_2,per501,per502,per503,per504,per505,per506,per507,per601_1,per601_2,per602_1,per602_2,per603,per604,per605_1,per605_2,per606_1,per606_2,per607_1,per607_2,per607_3,per608_1,per608_2,per608_3,per701,per702,per703_1,per703_2,per704,per705,per706,rile,planeco,markeco,welfare,intpeace,PC1,PC2
Osvaldo Urrutia Soto,7,UDI,deputy,Region de Valparai­so (16),1356808836,@urrutiaosvaldo,Independent Democratic Union,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.351,0.0,0.0,0.0,0.0,0.0,0.6759999999999999,0.0,0.0,0.0,0.0,0.0,2.027,0.0,2.027,0.6759999999999999,29.054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6759999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.432,4.73,0.0,0.0,0.0,0.0,0.0,0.0,1.351,4.0539999999999985,17.567999999999998,4.73,0.0,9.459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.027,0.0,3.378,0.0,0.0,0.0,2.027,0.0,0.0,0.0,0.6759999999999999,0.0,0.0,0.0,0.0,0.0,6.081,16.892,0.6759999999999999,0.0,22.297,0.0,-0.11260044999954186,-0.4380465167170156
AndrÃ©s Celis Montt,7,RN,deputy,Region de Valparai­so (16),56496839,@ANDRESCELISM,National Renewal,1.133,0.0,0.0,0.0,3.616,0.324,0.7020000000000001,2.86,1.295,0.7020000000000001,0.0,1.133,1.673,6.53,0.0,0.0,0.0,0.0,0.054000000000000006,3.4,0.0,8.851000000000003,8.311,0.054000000000000006,0.0,0.0,0.0,0.0,0.917,4.101,0.054000000000000006,3.076,0.21600000000000005,0.0,0.0,1.673,0.0,0.0,0.0,0.0,1.187,1.511,0.0,0.0,0.0,0.0,0.0,2.806,5.505,5.181,2.644,5.774,3.778,6.26,0.0,0.108,0.0,0.0,0.0,0.324,0.0,7.501,0.0,0.971,0.0,0.0,0.0,1.295,0.0,0.0,0.0,0.971,0.0,0.0,0.0,0.0,1.241,2.213,-0.809,3.292,4.101,8.419,1.025,-0.3065081900544067,-0.3044233087301662
Rodrigo GonzÃ¡lez Torres,7,PPD,deputy,Region de Valparai­so (16),60835171,@rodrigodiputado,New Majority for Chile,0.246,0.0,0.031,0.0,0.338,0.431,0.092,0.861,0.6459999999999999,0.0,0.0,0.062,2.214,8.363999999999999,0.031,0.0,0.6459999999999999,0.0,0.431,4.336,0.0,2.276,0.523,0.123,0.062,0.0,0.062,0.092,0.154,0.215,0.461,6.396,0.338,0.338,0.0,0.0,1.23,1.23,1.23,1.23,1.907,16.359,0.0,0.0,0.0,0.0,0.0,3.536,4.551,4.52,4.613,12.7,0.092,1.937,0.0,0.031,0.0,0.031,0.0,0.031,0.308,4.428,0.123,0.892,0.338,1.845,0.277,1.568,0.0,0.0,0.031,2.737,0.0,1.599,0.0,0.123,1.199,3.044,-24.938,6.734,0.215,17.312,0.523,1.187717465216711,0.970121992469281
Marcelo DÃ­az DÃ­az,7,Ind,deputy,Region de Valparai­so (16),66854685,@marcelodiazd,Independent,0.0,0.097,0.0,0.097,2.041,0.194,0.0,0.292,0.194,1.263,0.0,0.486,0.097,9.815,0.097,0.0,0.0,0.486,0.097,0.972,0.0,6.317,0.972,1.846,1.263,0.777,0.583,0.0,0.0,1.944,3.11,4.568000000000001,0.097,0.097,0.0,0.097,0.0,0.0,0.0,0.0,1.944,11.856,0.097,0.0,0.583,0.0,0.0,1.555,2.624,2.138,3.596,10.982,0.583,2.624,0.0,0.0,0.875,0.0,0.0,3.401,0.0,8.26,0.097,1.555,0.389,0.0,0.0,0.0,0.0,0.0,0.0,1.944,0.972,2.138,0.0,0.194,1.4580000000000002,1.846,-2.332,4.762,2.527,14.577,0.292,0.2899599987770585,0.573664056128543
VÃ­ctor Torres Jeldes,7,DC,deputy,Region de Valparai­so (16),49512526,@DocVictorTorres,Christian Democratic Party,0.256,0.0,0.0,0.0,0.455,0.171,0.057,1.279,0.085,0.0,0.0,0.057,0.8809999999999999,5.687,0.0,0.028,0.085,0.142,0.171,4.151,0.0,1.649,0.398,0.114,0.0,0.0,0.028,0.028,0.0,0.256,0.91,4.038,0.398,0.483,0.0,0.028,0.682,0.682,0.682,0.682,3.753,11.004,0.028,0.0,0.0,0.0,0.0,5.601,5.914,3.014,6.995,18.055,0.0,7.478,0.0,0.028,0.0,0.0,0.0,0.057,0.341,3.952,0.114,1.223,0.085,0.853,0.0,1.479,0.0,0.0,0.0,0.654,0.0,2.502,0.0,0.142,1.479,2.474,-29.713,4.464,0.256,25.05,0.227,-0.9911048647641287,0.5723334218974166
Camila Rojas Valderrama,7,Comunes,deputy,Region de Valparai­so (16),359670144,@Camila_RojasV,Broad Front,0.239,0.0,0.087,0.0,0.174,0.261,0.217,0.63,0.391,0.0,0.0,0.109,2.41,9.729,0.022,0.022,1.042,0.043,0.89,2.6060000000000003,0.0,0.8690000000000001,0.261,0.239,0.239,0.0,0.0,0.391,0.174,0.0,0.7170000000000001,3.8,0.456,0.304,0.0,0.043,0.586,0.586,0.586,0.586,0.5429999999999999,7.34,0.282,0.239,0.0,0.109,0.043,3.344,5.4289999999999985,3.04,7.144,19.783,0.043,5.82,0.0,0.043,0.0,0.087,0.195,0.0,0.326,2.193,1.064,1.585,0.586,1.889,0.043,1.564,0.0,0.0,0.0,5.797999999999999,0.022,0.5650000000000001,0.0,0.0,1.564,0.934,-39.175,4.539,0.0,26.927,0.478,0.12821138498748946,0.2775406709884711
Jorge Brito HasbÃºn,7,RD,deputy,Region de Valparai­so (16),308757976,@jorbritoh,Broad Front,0.239,0.0,0.087,0.0,0.174,0.261,0.217,0.63,0.391,0.0,0.0,0.109,2.41,9.729,0.022,0.022,1.042,0.043,0.89,2.6060000000000003,0.0,0.8690000000000001,0.261,0.239,0.239,0.0,0.0,0.391,0.174,0.0,0.7170000000000001,3.8,0.456,0.304,0.0,0.043,0.586,0.586,0.586,0.586,0.5429999999999999,7.34,0.282,0.239,0.0,0.109,0.043,3.344,5.4289999999999985,3.04,7.144,19.783,0.043,5.82,0.0,0.043,0.0,0.087,0.195,0.0,0.326,2.193,1.064,1.585,0.586,1.889,0.043,1.564,0.0,0.0,0.0,5.797999999999999,0.022,0.5650000000000001,0.0,0.0,1.564,0.934,-39.175,4.539,0.0,26.927,0.478,1.081752990166502,1.0514451962368767
JoaquÃ­n LavÃ­n LeÃ³n,8,UDI,deputy,Region Metropolitana de Santiago (47),616320997,@jlavin2014,Independent Democratic Union,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.351,0.0,0.0,0.0,0.0,0.0,0.6759999999999999,0.0,0.0,0.0,0.0,0.0,2.027,0.0,2.027,0.6759999999999999,29.054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6759999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.432,4.73,0.0,0.0,0.0,0.0,0.0,0.0,1.351,4.0539999999999985,17.567999999999998,4.73,0.0,9.459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.027,0.0,3.378,0.0,0.0,0.0,2.027,0.0,0.0,0.0,0.6759999999999999,0.0,0.0,0.0,0.0,0.0,6.081,16.892,0.6759999999999999,0.0,22.297,0.0,-0.0021467111201916994,0.4585545342536636
Patricio Melero Abaroa,8,UDI,deputy,Region Metropolitana de Santiago (47),146588209,@patriciomelero,Independent Democratic Union,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.351,0.0,0.0,0.0,0.0,0.0,0.6759999999999999,0.0,0.0,0.0,0.0,0.0,2.027,0.0,2.027,0.6759999999999999,29.054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6759999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.432,4.73,0.0,0.0,0.0,0.0,0.0,0.0,1.351,4.0539999999999985,17.567999999999998,4.73,0.0,9.459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.027,0.0,3.378,0.0,0.0,0.0,2.027,0.0,0.0,0.0,0.6759999999999999,0.0,0.0,0.0,0.0,0.0,6.081,16.892,0.6759999999999999,0.0,22.297,0.0,1.3177061686894063,1.3344737038984325
Mario Desbordes JimÃ©nez,8,RN,deputy,Region Metropolitana de Santiago (47),45214422,@desbordes,National Renewal,1.133,0.0,0.0,0.0,3.616,0.324,0.7020000000000001,2.86,1.295,0.7020000000000001,0.0,1.133,1.673,6.53,0.0,0.0,0.0,0.0,0.054000000000000006,3.4,0.0,8.851000000000003,8.311,0.054000000000000006,0.0,0.0,0.0,0.0,0.917,4.101,0.054000000000000006,3.076,0.21600000000000005,0.0,0.0,1.673,0.0,0.0,0.0,0.0,1.187,1.511,0.0,0.0,0.0,0.0,0.0,2.806,5.505,5.181,2.644,5.774,3.778,6.26,0.0,0.108,0.0,0.0,0.0,0.324,0.0,7.501,0.0,0.971,0.0,0.0,0.0,1.295,0.0,0.0,0.0,0.971,0.0,0.0,0.0,0.0,1.241,2.213,-0.809,3.292,4.101,8.419,1.025,-0.17626239960794915,0.04230944357347484
Gabriel Silber Romo,8,DC,deputy,Region Metropolitana de Santiago (47),145692764,@gabrielsilber,Christian Democratic Party,0.256,0.0,0.0,0.0,0.455,0.171,0.057,1.279,0.085,0.0,0.0,0.057,0.8809999999999999,5.687,0.0,0.028,0.085,0.142,0.171,4.151,0.0,1.649,0.398,0.114,0.0,0.0,0.028,0.028,0.0,0.256,0.91,4.038,0.398,0.483,0.0,0.028,0.682,0.682,0.682,0.682,3.753,11.004,0.028,0.0,0.0,0.0,0.0,5.601,5.914,3.014,6.995,18.055,0.0,7.478,0.0,0.028,0.0,0.0,0.0,0.057,0.341,3.952,0.114,1.223,0.085,0.853,0.0,1.479,0.0,0.0,0.0,0.654,0.0,2.502,0.0,0.142,1.479,2.474,-29.713,4.464,0.256,25.05,0.227,0.5068137963528137,-0.43941505973879275
Pepe Auth Steward,8,Ind,deputy,Region Metropolitana de Santiago (47),155978526,@pepe_auth,Independent,0.0,0.097,0.0,0.097,2.041,0.194,0.0,0.292,0.194,1.263,0.0,0.486,0.097,9.815,0.097,0.0,0.0,0.486,0.097,0.972,0.0,6.317,0.972,1.846,1.263,0.777,0.583,0.0,0.0,1.944,3.11,4.568000000000001,0.097,0.097,0.0,0.097,0.0,0.0,0.0,0.0,1.944,11.856,0.097,0.0,0.583,0.0,0.0,1.555,2.624,2.138,3.596,10.982,0.583,2.624,0.0,0.0,0.875,0.0,0.0,3.401,0.0,8.26,0.097,1.555,0.389,0.0,0.0,0.0,0.0,0.0,0.0,1.944,0.972,2.138,0.0,0.194,1.4580000000000002,1.846,-2.332,4.762,2.527,14.577,0.292,0.7984448286811615,-0.09325678889387544
Carmen Hertz CÃ¡diz,8,PC,deputy,Region Metropolitana de Santiago (47),351810153,@carmen_hertz,New Majority for Chile,0.246,0.0,0.031,0.0,0.338,0.431,0.092,0.861,0.6459999999999999,0.0,0.0,0.062,2.214,8.363999999999999,0.031,0.0,0.6459999999999999,0.0,0.431,4.336,0.0,2.276,0.523,0.123,0.062,0.0,0.062,0.092,0.154,0.215,0.461,6.396,0.338,0.338,0.0,0.0,1.23,1.23,1.23,1.23,1.907,16.359,0.0,0.0,0.0,0.0,0.0,3.536,4.551,4.52,4.613,12.7,0.092,1.937,0.0,0.031,0.0,0.031,0.0,0.031,0.308,4.428,0.123,0.892,0.338,1.845,0.277,1.568,0.0,0.0,0.031,2.737,0.0,1.599,0.0,0.123,1.199,3.044,-24.938,6.734,0.215,17.312,0.523,1.0252161211672368,0.5096124923160895
Claudia Mix JimÃ©nez,8,Comunes,deputy,Region Metropolitana de Santiago (47),294908394,@Claudia_Mix,Broad Front,0.239,0.0,0.087,0.0,0.174,0.261,0.217,0.63,0.391,0.0,0.0,0.109,2.41,9.729,0.022,0.022,1.042,0.043,0.89,2.6060000000000003,0.0,0.8690000000000001,0.261,0.239,0.239,0.0,0.0,0.391,0.174,0.0,0.7170000000000001,3.8,0.456,0.304,0.0,0.043,0.586,0.586,0.586,0.586,0.5429999999999999,7.34,0.282,0.239,0.0,0.109,0.043,3.344,5.4289999999999985,3.04,7.144,19.783,0.043,5.82,0.0,0.043,0.0,0.087,0.195,0.0,0.326,2.193,1.064,1.585,0.586,1.889,0.043,1.564,0.0,0.0,0.0,5.797999999999999,0.022,0.5650000000000001,0.0,0.0,1.564,0.934,-39.175,4.539,0.0,26.927,0.478,1.0681515777983148,0.5115998757947862
Pablo Vidal Rojas,8,RD,deputy,Region Metropolitana de Santiago (47),31346901,@pablovidalrojas,Broad Front,0.239,0.0,0.087,0.0,0.174,0.261,0.217,0.63,0.391,0.0,0.0,0.109,2.41,9.729,0.022,0.022,1.042,0.043,0.89,2.6060000000000003,0.0,0.8690000000000001,0.261,0.239,0.239,0.0,0.0,0.391,0.174,0.0,0.7170000000000001,3.8,0.456,0.304,0.0,0.043,0.586,0.586,0.586,0.586,0.5429999999999999,7.34,0.282,0.239,0.0,0.109,0.043,3.344,5.4289999999999985,3.04,7.144,19.783,0.043,5.82,0.0,0.043,0.0,0.087,0.195,0.0,0.326,2.193,1.064,1.585,0.586,1.889,0.043,1.564,0.0,0.0,0.0,5.797999999999999,0.022,0.5650000000000001,0.0,0.0,1.564,0.934,-39.175,4.539,0.0,26.927,0.478,-0.3806846586030523,-0.18929959732073623
Karol Cariola Oliva,9,PC,deputy,Region Metropolitana de Santiago (47),104020962,@KarolCariola,New Majority for Chile,0.246,0.0,0.031,0.0,0.338,0.431,0.092,0.861,0.6459999999999999,0.0,0.0,0.062,2.214,8.363999999999999,0.031,0.0,0.6459999999999999,0.0,0.431,4.336,0.0,2.276,0.523,0.123,0.062,0.0,0.062,0.092,0.154,0.215,0.461,6.396,0.338,0.338,0.0,0.0,1.23,1.23,1.23,1.23,1.907,16.359,0.0,0.0,0.0,0.0,0.0,3.536,4.551,4.52,4.613,12.7,0.092,1.937,0.0,0.031,0.0,0.031,0.0,0.031,0.308,4.428,0.123,0.892,0.338,1.845,0.277,1.568,0.0,0.0,0.031,2.737,0.0,1.599,0.0,0.123,1.199,3.044,-24.938,6.734,0.215,17.312,0.523,1.0575453182183339,0.7864638083874128
Boris Barrera Moreno,9,PC,deputy,Region Metropolitana de Santiago (47),359680242,@boris_barrera,New Majority for Chile,0.246,0.0,0.031,0.0,0.338,0.431,0.092,0.861,0.6459999999999999,0.0,0.0,0.062,2.214,8.363999999999999,0.031,0.0,0.6459999999999999,0.0,0.431,4.336,0.0,2.276,0.523,0.123,0.062,0.0,0.062,0.092,0.154,0.215,0.461,6.396,0.338,0.338,0.0,0.0,1.23,1.23,1.23,1.23,1.907,16.359,0.0,0.0,0.0,0.0,0.0,3.536,4.551,4.52,4.613,12.7,0.092,1.937,0.0,0.031,0.0,0.031,0.0,0.031,0.308,4.428,0.123,0.892,0.338,1.845,0.277,1.568,0.0,0.0,0.031,2.737,0.0,1.599,0.0,0.123,1.199,3.044,-24.938,6.734,0.215,17.312,0.523,0.9584955772675179,0.21163187498011057
Ã‰rika Olivera de la Fuente,9,Ind-RN,deputy,Region Metropolitana de Santiago (47),2810502513,@erikaoliverad,National Renewal,1.133,0.0,0.0,0.0,3.616,0.324,0.7020000000000001,2.86,1.295,0.7020000000000001,0.0,1.133,1.673,6.53,0.0,0.0,0.0,0.0,0.054000000000000006,3.4,0.0,8.851000000000003,8.311,0.054000000000000006,0.0,0.0,0.0,0.0,0.917,4.101,0.054000000000000006,3.076,0.21600000000000005,0.0,0.0,1.673,0.0,0.0,0.0,0.0,1.187,1.511,0.0,0.0,0.0,0.0,0.0,2.806,5.505,5.181,2.644,5.774,3.778,6.26,0.0,0.108,0.0,0.0,0.0,0.324,0.0,7.501,0.0,0.971,0.0,0.0,0.0,1.295,0.0,0.0,0.0,0.971,0.0,0.0,0.0,0.0,1.241,2.213,-0.809,3.292,4.101,8.419,1.025,1.5838710669919047,1.3123615716109034
Jorge DurÃ¡n Espinoza,9,RN,deputy,Region Metropolitana de Santiago (47),977132485011271682,@DuranDiputado,National Renewal,1.133,0.0,0.0,0.0,3.616,0.324,0.7020000000000001,2.86,1.295,0.7020000000000001,0.0,1.133,1.673,6.53,0.0,0.0,0.0,0.0,0.054000000000000006,3.4,0.0,8.851000000000003,8.311,0.054000000000000006,0.0,0.0,0.0,0.0,0.917,4.101,0.054000000000000006,3.076,0.21600000000000005,0.0,0.0,1.673,0.0,0.0,0.0,0.0,1.187,1.511,0.0,0.0,0.0,0.0,0.0,2.806,5.505,5.181,2.644,5.774,3.778,6.26,0.0,0.108,0.0,0.0,0.0,0.324,0.0,7.501,0.0,0.971,0.0,0.0,0.0,1.295,0.0,0.0,0.0,0.971,0.0,0.0,0.0,0.0,1.241,2.213,-0.809,3.292,4.101,8.419,1.025,0.08196788805402162,0.9487691665182476
SebastiÃ¡n Keitel Bianchi,9,Ind-Evopoli,deputy,Region Metropolitana de Santiago (47),1265818322,@sekeitel,Chile let's go,0.0,0.0,0.0,0.0,0.417,0.0,0.208,0.208,0.208,0.0,0.0,2.5,0.417,8.333,0.208,0.0,0.0,0.0,0.208,0.417,0.0,3.333,0.0,3.542,0.208,0.0,0.208,0.417,0.0,0.0,1.042,0.0,0.208,0.0,0.0,0.0,0.417,0.417,0.417,0.417,3.125,15.833,0.0,0.0,1.25,0.0,0.0,1.6669999999999998,3.125,1.25,4.583,7.707999999999998,0.208,5.625,0.0,1.4580000000000002,0.0,0.0,0.0,0.0,0.0,9.583,0.0,9.583,0.0,0.208,0.0,0.0,0.0,0.208,0.0,4.583,0.0,0.208,0.0,1.042,0.417,5.0,3.958,0.208,1.25,12.292,0.208,1.6536814617107618,1.3118264151785342
Maite Orsini Pascal,9,RD,deputy,Region Metropolitana de Santiago (47),118455518,@MaiteOrsini,Broad Front,0.239,0.0,0.087,0.0,0.174,0.261,0.217,0.63,0.391,0.0,0.0,0.109,2.41,9.729,0.022,0.022,1.042,0.043,0.89,2.6060000000000003,0.0,0.8690000000000001,0.261,0.239,0.239,0.0,0.0,0.391,0.174,0.0,0.7170000000000001,3.8,0.456,0.304,0.0,0.043,0.586,0.586,0.586,0.586,0.5429999999999999,7.34,0.282,0.239,0.0,0.109,0.043,3.344,5.4289999999999985,3.04,7.144,19.783,0.043,5.82,0.0,0.043,0.0,0.087,0.195,0.0,0.326,2.193,1.064,1.585,0.586,1.889,0.043,1.564,0.0,0.0,0.0,5.797999999999999,0.022,0.5650000000000001,0.0,0.0,1.564,0.934,-39.175,4.539,0.0,26.927,0.478,0.24609891602536968,0.31924836304477516
Cristina Girardi LavÃ­n,9,PPD,deputy,Region Metropolitana de Santiago (47),1036437262144348164,@diputadagirardi,New Majority for Chile,0.246,0.0,0.031,0.0,0.338,0.431,0.092,0.861,0.6459999999999999,0.0,0.0,0.062,2.214,8.363999999999999,0.031,0.0,0.6459999999999999,0.0,0.431,4.336,0.0,2.276,0.523,0.123,0.062,0.0,0.062,0.092,0.154,0.215,0.461,6.396,0.338,0.338,0.0,0.0,1.23,1.23,1.23,1.23,1.907,16.359,0.0,0.0,0.0,0.0,0.0,3.536,4.551,4.52,4.613,12.7,0.092,1.937,0.0,0.031,0.0,0.031,0.0,0.031,0.308,4.428,0.123,0.892,0.338,1.845,0.277,1.568,0.0,0.0,0.031,2.737,0.0,1.599,0.0,0.123,1.199,3.044,-24.938,6.734,0.215,17.312,0.523,0.8970422247471005,0.5200459947227088
Giorgio Jackson Drago,10,RD,deputy,Region Metropolitana de Santiago (47),59215690,@GiorgioJackson,Broad Front,0.239,0.0,0.087,0.0,0.174,0.261,0.217,0.63,0.391,0.0,0.0,0.109,2.41,9.729,0.022,0.022,1.042,0.043,0.89,2.6060000000000003,0.0,0.8690000000000001,0.261,0.239,0.239,0.0,0.0,0.391,0.174,0.0,0.7170000000000001,3.8,0.456,0.304,0.0,0.043,0.586,0.586,0.586,0.586,0.5429999999999999,7.34,0.282,0.239,0.0,0.109,0.043,3.344,5.4289999999999985,3.04,7.144,19.783,0.043,5.82,0.0,0.043,0.0,0.087,0.195,0.0,0.326,2.193,1.064,1.585,0.586,1.889,0.043,1.564,0.0,0.0,0.0,5.797999999999999,0.022,0.5650000000000001,0.0,0.0,1.564,0.934,-39.175,4.539,0.0,26.927,0.478,-0.5378304518161923,-0.07569001913783051
Natalia Castillo MuÃ±oz,10,RD,deputy,Region Metropolitana de Santiago (47),525351120,@ncastilo,Broad Front,0.239,0.0,0.087,0.0,0.174,0.261,0.217,0.63,0.391,0.0,0.0,0.109,2.41,9.729,0.022,0.022,1.042,0.043,0.89,2.6060000000000003,0.0,0.8690000000000001,0.261,0.239,0.239,0.0,0.0,0.391,0.174,0.0,0.7170000000000001,3.8,0.456,0.304,0.0,0.043,0.586,0.586,0.586,0.586,0.5429999999999999,7.34,0.282,0.239,0.0,0.109,0.043,3.344,5.4289999999999985,3.04,7.144,19.783,0.043,5.82,0.0,0.043,0.0,0.087,0.195,0.0,0.326,2.193,1.064,1.585,0.586,1.889,0.043,1.564,0.0,0.0,0.0,5.797999999999999,0.022,0.5650000000000001,0.0,0.0,1.564,0.934,-39.175,4.539,0.0,26.927,0.478,-0.14444466494280273,-0.043390456962683434
Gonzalo Winter Etcheberry,10,CS,deputy,Region Metropolitana de Santiago (47),61524459,@gonzalowinter,Broad Front,0.239,0.0,0.087,0.0,0.174,0.261,0.217,0.63,0.391,0.0,0.0,0.109,2.41,9.729,0.022,0.022,1.042,0.043,0.89,2.6060000000000003,0.0,0.8690000000000001,0.261,0.239,0.239,0.0,0.0,0.391,0.174,0.0,0.7170000000000001,3.8,0.456,0.304,0.0,0.043,0.586,0.586,0.586,0.586,0.5429999999999999,7.34,0.282,0.239,0.0,0.109,0.043,3.344,5.4289999999999985,3.04,7.144,19.783,0.043,5.82,0.0,0.043,0.0,0.087,0.195,0.0,0.326,2.193,1.064,1.585,0.586,1.889,0.043,1.564,0.0,0.0,0.0,5.797999999999999,0.022,0.5650000000000001,0.0,0.0,1.564,0.934,-39.175,4.539,0.0,26.927,0.478,0.563363596265709,1.3502836684313269
Marcela Sabat FernÃ¡ndez,10,RN,deputy,Region Metropolitana de Santiago (47),34359402,@MarceSabat,National Renewal,1.133,0.0,0.0,0.0,3.616,0.324,0.7020000000000001,2.86,1.295,0.7020000000000001,0.0,1.133,1.673,6.53,0.0,0.0,0.0,0.0,0.054000000000000006,3.4,0.0,8.851000000000003,8.311,0.054000000000000006,0.0,0.0,0.0,0.0,0.917,4.101,0.054000000000000006,3.076,0.21600000000000005,0.0,0.0,1.673,0.0,0.0,0.0,0.0,1.187,1.511,0.0,0.0,0.0,0.0,0.0,2.806,5.505,5.181,2.644,5.774,3.778,6.26,0.0,0.108,0.0,0.0,0.0,0.324,0.0,7.501,0.0,0.971,0.0,0.0,0.0,1.295,0.0,0.0,0.0,0.971,0.0,0.0,0.0,0.0,1.241,2.213,-0.809,3.292,4.101,8.419,1.025,-0.1483610729885876,-0.6277498670495012
SebastiÃ¡n Torrealba Alvarado,10,RN,deputy,Region Metropolitana de Santiago (47),259360713,@storrealbaa,National Renewal,1.133,0.0,0.0,0.0,3.616,0.324,0.7020000000000001,2.86,1.295,0.7020000000000001,0.0,1.133,1.673,6.53,0.0,0.0,0.0,0.0,0.054000000000000006,3.4,0.0,8.851000000000003,8.311,0.054000000000000006,0.0,0.0,0.0,0.0,0.917,4.101,0.054000000000000006,3.076,0.21600000000000005,0.0,0.0,1.673,0.0,0.0,0.0,0.0,1.187,1.511,0.0,0.0,0.0,0.0,0.0,2.806,5.505,5.181,2.644,5.774,3.778,6.26,0.0,0.108,0.0,0.0,0.0,0.324,0.0,7.501,0.0,0.971,0.0,0.0,0.0,1.295,0.0,0.0,0.0,0.971,0.0,0.0,0.0,0.0,1.241,2.213,-0.809,3.292,4.101,8.419,1.025,0.03982106968867518,0.3046294760944989
Jorge Alessandri Vergara,10,UDI,deputy,Region Metropolitana de Santiago (47),59804915,@jalessandri,Independent Democratic Union,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.351,0.0,0.0,0.0,0.0,0.0,0.6759999999999999,0.0,0.0,0.0,0.0,0.0,2.027,0.0,2.027,0.6759999999999999,29.054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6759999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.432,4.73,0.0,0.0,0.0,0.0,0.0,0.0,1.351,4.0539999999999985,17.567999999999998,4.73,0.0,9.459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.027,0.0,3.378,0.0,0.0,0.0,2.027,0.0,0.0,0.0,0.6759999999999999,0.0,0.0,0.0,0.0,0.0,6.081,16.892,0.6759999999999999,0.0,22.297,0.0,0.537677827342009,-0.5605920016786547
Luciano Cruz-Coke Carvallo,10,Evopoli,deputy,Region Metropolitana de Santiago (47),114838214,@lcruzcoke,Chile let's go,0.0,0.0,0.0,0.0,0.417,0.0,0.208,0.208,0.208,0.0,0.0,2.5,0.417,8.333,0.208,0.0,0.0,0.0,0.208,0.417,0.0,3.333,0.0,3.542,0.208,0.0,0.208,0.417,0.0,0.0,1.042,0.0,0.208,0.0,0.0,0.0,0.417,0.417,0.417,0.417,3.125,15.833,0.0,0.0,1.25,0.0,0.0,1.6669999999999998,3.125,1.25,4.583,7.707999999999998,0.208,5.625,0.0,1.4580000000000002,0.0,0.0,0.0,0.0,0.0,9.583,0.0,9.583,0.0,0.208,0.0,0.0,0.0,0.208,0.0,4.583,0.0,0.208,0.0,1.042,0.417,5.0,3.958,0.208,1.25,12.292,0.208,-0.32226937868844896,-0.38605978578223504
Maya FernÃ¡ndez Allende,10,PS,deputy,Region Metropolitana de Santiago (47),154162544,@Mayafernandeza,New Majority for Chile/Socialist Party of Chile,0.0,0.0,0.0,0.0,0.7120000000000001,0.5630000000000001,0.0,0.059,1.779,0.0,0.0,0.03,2.668,4.477,0.0,0.03,0.03,0.0,1.364,5.188,0.0,6.462999999999999,0.08900000000000001,2.372,0.0,0.03,0.0,0.0,0.0,0.119,1.749,6.345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.032,10.91,0.29600000000000004,0.119,0.919,0.0,0.0,1.393,0.059,7.086,9.102,8.627,0.0,6.937,0.0,0.0,0.0,0.0,0.474,0.03,0.267,2.846,0.0,0.652,0.0,0.03,0.0,3.439,0.0,0.0,0.0,3.617,0.326,2.194,0.0,0.0,0.0,2.579,-18.974,6.641,1.038,17.729,0.5630000000000001,0.09551783184709617,1.1349543789014171
Gonzalo Fuenzalida Figueroa,11,RN,deputy,Region Metropolitana de Santiago (47),2228806159,@FuenzalidaDip,National Renewal,1.133,0.0,0.0,0.0,3.616,0.324,0.7020000000000001,2.86,1.295,0.7020000000000001,0.0,1.133,1.673,6.53,0.0,0.0,0.0,0.0,0.054000000000000006,3.4,0.0,8.851000000000003,8.311,0.054000000000000006,0.0,0.0,0.0,0.0,0.917,4.101,0.054000000000000006,3.076,0.21600000000000005,0.0,0.0,1.673,0.0,0.0,0.0,0.0,1.187,1.511,0.0,0.0,0.0,0.0,0.0,2.806,5.505,5.181,2.644,5.774,3.778,6.26,0.0,0.108,0.0,0.0,0.0,0.324,0.0,7.501,0.0,0.971,0.0,0.0,0.0,1.295,0.0,0.0,0.0,0.971,0.0,0.0,0.0,0.0,1.241,2.213,-0.809,3.292,4.101,8.419,1.025,0.023604716121388133,0.3457555502375849
