name,district,party,role,region,twitter_id,twitter_name,marpor_affiliation,per101,per102,per103_1,per103_2,per104,per105,per106,per107,per108,per109,per110,per201_1,per201_2,per202_1,per202_2,per202_3,per202_4,per203,per204,per301,per302,per303,per304,per305_1,per305_2,per305_3,per305_4,per305_5,per305_6,per401,per402,per403,per404,per405,per406,per407,per408,per408.1,per408.2,per408.3,per410,per411,per412,per413,per414,per415,per416_1,per416_2,per501,per502,per503,per504,per505,per506,per507,per601_1,per601_2,per602_1,per602_2,per603,per604,per605_1,per605_2,per606_1,per606_2,per607_1,per607_2,per607_3,per608_1,per608_2,per608_3,per701,per702,per703_1,per703_2,per704,per705,per706,rile,planeco,markeco,welfare,intpeace,PC1,PC2
AndrÃ©s Allamand Zavala,ex-VII,RN,senator,Region Metropolitana de Santiago,67038807,allamand,National Renewal,1.133,0.0,0.0,0.0,3.616,0.324,0.7020000000000001,2.86,1.295,0.7020000000000001,0.0,1.133,1.673,6.53,0.0,0.0,0.0,0.0,0.054000000000000006,3.4,0.0,8.851000000000003,8.311,0.054000000000000006,0.0,0.0,0.0,0.0,0.917,4.101,0.054000000000000006,3.076,0.21600000000000005,0.0,0.0,1.673,0.0,0.0,0.0,0.0,1.187,1.511,0.0,0.0,0.0,0.0,0.0,2.806,5.505,5.181,2.644,5.774,3.778,6.26,0.0,0.108,0.0,0.0,0.0,0.324,0.0,7.501,0.0,0.971,0.0,0.0,0.0,1.295,0.0,0.0,0.0,0.971,0.0,0.0,0.0,0.0,1.241,2.213,-0.809,3.292,4.101,8.419,1.025,0.06168482324821789,0.9778679681965685
Manuel JosÃ© Ossandon IrarrÃ¡zabal,ex-VIII,RN,senator,Region Metropolitana de Santiago,185748219,mjossandon,National Renewal,1.133,0.0,0.0,0.0,3.616,0.324,0.7020000000000001,2.86,1.295,0.7020000000000001,0.0,1.133,1.673,6.53,0.0,0.0,0.0,0.0,0.054000000000000006,3.4,0.0,8.851000000000003,8.311,0.054000000000000006,0.0,0.0,0.0,0.0,0.917,4.101,0.054000000000000006,3.076,0.21600000000000005,0.0,0.0,1.673,0.0,0.0,0.0,0.0,1.187,1.511,0.0,0.0,0.0,0.0,0.0,2.806,5.505,5.181,2.644,5.774,3.778,6.26,0.0,0.108,0.0,0.0,0.0,0.324,0.0,7.501,0.0,0.971,0.0,0.0,0.0,1.295,0.0,0.0,0.0,0.971,0.0,0.0,0.0,0.0,1.241,2.213,-0.809,3.292,4.101,8.419,1.025,1.1292603198694096,1.6547259076736482
Carlos Montes Cisternas,ex-VIII,PS,senator,Region Metropolitana de Santiago,364461517,carlosmontestwt,New Majority for Chile/Socialist Party of Chile,0.0,0.0,0.0,0.0,0.7120000000000001,0.5630000000000001,0.0,0.059,1.779,0.0,0.0,0.03,2.668,4.477,0.0,0.03,0.03,0.0,1.364,5.188,0.0,6.462999999999999,0.08900000000000001,2.372,0.0,0.03,0.0,0.0,0.0,0.119,1.749,6.345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.032,10.91,0.29600000000000004,0.119,0.919,0.0,0.0,1.393,0.059,7.086,9.102,8.627,0.0,6.937,0.0,0.0,0.0,0.0,0.474,0.03,0.267,2.846,0.0,0.652,0.0,0.03,0.0,3.439,0.0,0.0,0.0,3.617,0.326,2.194,0.0,0.0,0.0,2.579,-18.974,6.641,1.038,17.729,0.5630000000000001,1.232433275388806,1.1600682399881141
Juan Pablo Letelier Morel,ex-IX,PS,senator,Region del Libertador General Bernardo O'Higgins,47611358,jplchile,New Majority for Chile/Socialist Party of Chile,0.0,0.0,0.0,0.0,0.7120000000000001,0.5630000000000001,0.0,0.059,1.779,0.0,0.0,0.03,2.668,4.477,0.0,0.03,0.03,0.0,1.364,5.188,0.0,6.462999999999999,0.08900000000000001,2.372,0.0,0.03,0.0,0.0,0.0,0.119,1.749,6.345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.032,10.91,0.29600000000000004,0.119,0.919,0.0,0.0,1.393,0.059,7.086,9.102,8.627,0.0,6.937,0.0,0.0,0.0,0.0,0.474,0.03,0.267,2.846,0.0,0.652,0.0,0.03,0.0,3.439,0.0,0.0,0.0,3.617,0.326,2.194,0.0,0.0,0.0,2.579,-18.974,6.641,1.038,17.729,0.5630000000000001,-0.12226426517223557,1.1653764918006433
Alejandro GarcÃ­a-Huidobro Sanfuentes,ex-IX,UDI,senator,Region del Libertador General Bernardo O'Higgins,1002439081,Senadoragh,Independent Democratic Union,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.351,0.0,0.0,0.0,0.0,0.0,0.6759999999999999,0.0,0.0,0.0,0.0,0.0,2.027,0.0,2.027,0.6759999999999999,29.054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6759999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.432,4.73,0.0,0.0,0.0,0.0,0.0,0.0,1.351,4.0539999999999985,17.567999999999998,4.73,0.0,9.459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.027,0.0,3.378,0.0,0.0,0.0,2.027,0.0,0.0,0.0,0.6759999999999999,0.0,0.0,0.0,0.0,0.0,6.081,16.892,0.6759999999999999,0.0,22.297,0.0,0.2747293715395851,1.036539611772428
Juan Castro Prieto,IX,Ind-RN,senator,Region del Maule,300968556,SenadorCastro,National Renewal,1.133,0.0,0.0,0.0,3.616,0.324,0.7020000000000001,2.86,1.295,0.7020000000000001,0.0,1.133,1.673,6.53,0.0,0.0,0.0,0.0,0.054000000000000006,3.4,0.0,8.851000000000003,8.311,0.054000000000000006,0.0,0.0,0.0,0.0,0.917,4.101,0.054000000000000006,3.076,0.21600000000000005,0.0,0.0,1.673,0.0,0.0,0.0,0.0,1.187,1.511,0.0,0.0,0.0,0.0,0.0,2.806,5.505,5.181,2.644,5.774,3.778,6.26,0.0,0.108,0.0,0.0,0.0,0.324,0.0,7.501,0.0,0.971,0.0,0.0,0.0,1.295,0.0,0.0,0.0,0.971,0.0,0.0,0.0,0.0,1.241,2.213,-0.809,3.292,4.101,8.419,1.025,-1.0957568898255148,1.0138155063186227
Rodrigo Galilea Vial,IX,RN,senator,Region del Maule,808760162521673729,galilea_rodrigo,National Renewal,1.133,0.0,0.0,0.0,3.616,0.324,0.7020000000000001,2.86,1.295,0.7020000000000001,0.0,1.133,1.673,6.53,0.0,0.0,0.0,0.0,0.054000000000000006,3.4,0.0,8.851000000000003,8.311,0.054000000000000006,0.0,0.0,0.0,0.0,0.917,4.101,0.054000000000000006,3.076,0.21600000000000005,0.0,0.0,1.673,0.0,0.0,0.0,0.0,1.187,1.511,0.0,0.0,0.0,0.0,0.0,2.806,5.505,5.181,2.644,5.774,3.778,6.26,0.0,0.108,0.0,0.0,0.0,0.324,0.0,7.501,0.0,0.971,0.0,0.0,0.0,1.295,0.0,0.0,0.0,0.971,0.0,0.0,0.0,0.0,1.241,2.213,-0.809,3.292,4.101,8.419,1.025,1.2541923951367504,1.6775352196736553
Juan Antonio Coloma Correa,IX,UDI,senator,Region del Maule,55371269,jacoloma,Independent Democratic Union,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.351,0.0,0.0,0.0,0.0,0.0,0.6759999999999999,0.0,0.0,0.0,0.0,0.0,2.027,0.0,2.027,0.6759999999999999,29.054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6759999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.432,4.73,0.0,0.0,0.0,0.0,0.0,0.0,1.351,4.0539999999999985,17.567999999999998,4.73,0.0,9.459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.027,0.0,3.378,0.0,0.0,0.0,2.027,0.0,0.0,0.0,0.6759999999999999,0.0,0.0,0.0,0.0,0.0,6.081,16.892,0.6759999999999999,0.0,22.297,0.0,0.24297753708513536,1.2006589321984267
Ximena RincÃ³n GonzÃ¡lez,IX,DC,senator,Region del Maule,1132231046,senadorarincon,Christian Democratic Party,0.256,0.0,0.0,0.0,0.455,0.171,0.057,1.279,0.085,0.0,0.0,0.057,0.8809999999999999,5.687,0.0,0.028,0.085,0.142,0.171,4.151,0.0,1.649,0.398,0.114,0.0,0.0,0.028,0.028,0.0,0.256,0.91,4.038,0.398,0.483,0.0,0.028,0.682,0.682,0.682,0.682,3.753,11.004,0.028,0.0,0.0,0.0,0.0,5.601,5.914,3.014,6.995,18.055,0.0,7.478,0.0,0.028,0.0,0.0,0.0,0.057,0.341,3.952,0.114,1.223,0.085,0.853,0.0,1.479,0.0,0.0,0.0,0.654,0.0,2.502,0.0,0.142,1.479,2.474,-29.713,4.464,0.256,25.05,0.227,1.2628541098990047,1.3927041191536476
Ãlvaro Elizalde Soto,IX,PS,senator,Region del Maule,107993838,alvaroelizalde,New Majority for Chile/Socialist Party of Chile,0.0,0.0,0.0,0.0,0.7120000000000001,0.5630000000000001,0.0,0.059,1.779,0.0,0.0,0.03,2.668,4.477,0.0,0.03,0.03,0.0,1.364,5.188,0.0,6.462999999999999,0.08900000000000001,2.372,0.0,0.03,0.0,0.0,0.0,0.119,1.749,6.345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.032,10.91,0.29600000000000004,0.119,0.919,0.0,0.0,1.393,0.059,7.086,9.102,8.627,0.0,6.937,0.0,0.0,0.0,0.0,0.474,0.03,0.267,2.846,0.0,0.652,0.0,0.03,0.0,3.439,0.0,0.0,0.0,3.617,0.326,2.194,0.0,0.0,0.0,2.579,-18.974,6.641,1.038,17.729,0.5630000000000001,1.4009705599926576,2.0121649299222324
Alejandro Navarro Brain,ex-XII,Partido Progresista,senator,Region del Biobi­o,38550531,senadornavarro,Progressive Party,0.0,0.0,0.0,0.0,0.0,0.255,0.0,2.632,0.594,0.0,0.0,0.085,2.716,4.924,0.0,0.0,0.0,0.085,0.509,3.565,0.0,0.424,0.17,0.679,0.085,0.0,0.0,0.509,0.0,0.934,0.34,3.735,0.0,0.594,0.0,0.0,0.424,0.424,0.424,0.424,2.122,4.499,0.255,0.0,0.0,0.0,0.0,0.8490000000000001,6.961,15.705,7.47,14.601,0.17,10.357,0.0,0.0,0.0,0.0,0.34,0.0,0.255,3.056,0.679,0.255,0.255,0.509,0.0,1.188,0.0,0.0,0.0,4.329,0.0,0.0,0.0,0.0,1.952,0.8490000000000001,-31.919,3.99,0.934,22.071,0.255,1.5317602798883054,1.6469968051016748
Jacqueline van Rysselberghe Herrera,ex-XII,UDI,senator,Region del Biobi­o,214098173,jvanbiobio,Independent Democratic Union,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.351,0.0,0.0,0.0,0.0,0.0,0.6759999999999999,0.0,0.0,0.0,0.0,0.0,2.027,0.0,2.027,0.6759999999999999,29.054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6759999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.432,4.73,0.0,0.0,0.0,0.0,0.0,0.0,1.351,4.0539999999999985,17.567999999999998,4.73,0.0,9.459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.027,0.0,3.378,0.0,0.0,0.0,2.027,0.0,0.0,0.0,0.6759999999999999,0.0,0.0,0.0,0.0,0.0,6.081,16.892,0.6759999999999999,0.0,22.297,0.0,-0.7350974622766214,0.9599987787898824
Felipe Harboe BascuÃ±Ã¡n,ex-XIII,PPD,senator,Region del Biobi­o/Region del Ñuble,19294551,felipeharboe,New Majority for Chile,0.246,0.0,0.031,0.0,0.338,0.431,0.092,0.861,0.6459999999999999,0.0,0.0,0.062,2.214,8.363999999999999,0.031,0.0,0.6459999999999999,0.0,0.431,4.336,0.0,2.276,0.523,0.123,0.062,0.0,0.062,0.092,0.154,0.215,0.461,6.396,0.338,0.338,0.0,0.0,1.23,1.23,1.23,1.23,1.907,16.359,0.0,0.0,0.0,0.0,0.0,3.536,4.551,4.52,4.613,12.7,0.092,1.937,0.0,0.031,0.0,0.031,0.0,0.031,0.308,4.428,0.123,0.892,0.338,1.845,0.277,1.568,0.0,0.0,0.031,2.737,0.0,1.599,0.0,0.123,1.199,3.044,-24.938,6.734,0.215,17.312,0.523,-0.9477990967039328,0.7544709398018766
Felipe Kast Sommerhoff,XI,Evopoli,senator,Region de la Araucani­a,16193496,felipekast,Chile let's go,0.0,0.0,0.0,0.0,0.417,0.0,0.208,0.208,0.208,0.0,0.0,2.5,0.417,8.333,0.208,0.0,0.0,0.0,0.208,0.417,0.0,3.333,0.0,3.542,0.208,0.0,0.208,0.417,0.0,0.0,1.042,0.0,0.208,0.0,0.0,0.0,0.417,0.417,0.417,0.417,3.125,15.833,0.0,0.0,1.25,0.0,0.0,1.6669999999999998,3.125,1.25,4.583,7.707999999999998,0.208,5.625,0.0,1.4580000000000002,0.0,0.0,0.0,0.0,0.0,9.583,0.0,9.583,0.0,0.208,0.0,0.0,0.0,0.208,0.0,4.583,0.0,0.208,0.0,1.042,0.417,5.0,3.958,0.208,1.25,12.292,0.208,0.38106503635090033,1.831676685041901
Carmen Gloria Aravena AcuÃ±a,XI,Ind,senator,Region de la Araucani­a,1195109665916555264,CarmenAravenaA1,Independent,0.0,0.097,0.0,0.097,2.041,0.194,0.0,0.292,0.194,1.263,0.0,0.486,0.097,9.815,0.097,0.0,0.0,0.486,0.097,0.972,0.0,6.317,0.972,1.846,1.263,0.777,0.583,0.0,0.0,1.944,3.11,4.568000000000001,0.097,0.097,0.0,0.097,0.0,0.0,0.0,0.0,1.944,11.856,0.097,0.0,0.583,0.0,0.0,1.555,2.624,2.138,3.596,10.982,0.583,2.624,0.0,0.0,0.875,0.0,0.0,3.401,0.0,8.26,0.097,1.555,0.389,0.0,0.0,0.0,0.0,0.0,0.0,1.944,0.972,2.138,0.0,0.194,1.4580000000000002,1.846,-2.332,4.762,2.527,14.577,0.292,0.958769323098272,1.561082579530195
JosÃ© GarcÃ­a Ruminot,XI,RN,senator,Region de la Araucani­a,62339596,jgarciaruminot,National Renewal,1.133,0.0,0.0,0.0,3.616,0.324,0.7020000000000001,2.86,1.295,0.7020000000000001,0.0,1.133,1.673,6.53,0.0,0.0,0.0,0.0,0.054000000000000006,3.4,0.0,8.851000000000003,8.311,0.054000000000000006,0.0,0.0,0.0,0.0,0.917,4.101,0.054000000000000006,3.076,0.21600000000000005,0.0,0.0,1.673,0.0,0.0,0.0,0.0,1.187,1.511,0.0,0.0,0.0,0.0,0.0,2.806,5.505,5.181,2.644,5.774,3.778,6.26,0.0,0.108,0.0,0.0,0.0,0.324,0.0,7.501,0.0,0.971,0.0,0.0,0.0,1.295,0.0,0.0,0.0,0.971,0.0,0.0,0.0,0.0,1.241,2.213,-0.809,3.292,4.101,8.419,1.025,1.067363907862161,1.3949178588500717
Francisco Huenchumilla Jaramillo,XI,DC,senator,Region de la Araucani­a,375248010,fhuenchumilla,Christian Democratic Party,0.256,0.0,0.0,0.0,0.455,0.171,0.057,1.279,0.085,0.0,0.0,0.057,0.8809999999999999,5.687,0.0,0.028,0.085,0.142,0.171,4.151,0.0,1.649,0.398,0.114,0.0,0.0,0.028,0.028,0.0,0.256,0.91,4.038,0.398,0.483,0.0,0.028,0.682,0.682,0.682,0.682,3.753,11.004,0.028,0.0,0.0,0.0,0.0,5.601,5.914,3.014,6.995,18.055,0.0,7.478,0.0,0.028,0.0,0.0,0.0,0.057,0.341,3.952,0.114,1.223,0.085,0.853,0.0,1.479,0.0,0.0,0.0,0.654,0.0,2.502,0.0,0.142,1.479,2.474,-29.713,4.464,0.256,25.05,0.227,0.40234416204675016,1.7281680991370234
Jaime Quintana Leal,XI,PPD,senator,Region de la Araucani­a,784424677787697152,QuintanaSenador,New Majority for Chile,0.246,0.0,0.031,0.0,0.338,0.431,0.092,0.861,0.6459999999999999,0.0,0.0,0.062,2.214,8.363999999999999,0.031,0.0,0.6459999999999999,0.0,0.431,4.336,0.0,2.276,0.523,0.123,0.062,0.0,0.062,0.092,0.154,0.215,0.461,6.396,0.338,0.338,0.0,0.0,1.23,1.23,1.23,1.23,1.907,16.359,0.0,0.0,0.0,0.0,0.0,3.536,4.551,4.52,4.613,12.7,0.092,1.937,0.0,0.031,0.0,0.031,0.0,0.031,0.308,4.428,0.123,0.892,0.338,1.845,0.277,1.568,0.0,0.0,0.031,2.737,0.0,1.599,0.0,0.123,1.199,3.044,-24.938,6.734,0.215,17.312,0.523,1.5774361706974138,1.7322412349670078
Alfonso de Urresti Longton,ex-XVI,PS,senator,Region de Los Ri­os,64728588,adeurresti,New Majority for Chile/Socialist Party of Chile,0.0,0.0,0.0,0.0,0.7120000000000001,0.5630000000000001,0.0,0.059,1.779,0.0,0.0,0.03,2.668,4.477,0.0,0.03,0.03,0.0,1.364,5.188,0.0,6.462999999999999,0.08900000000000001,2.372,0.0,0.03,0.0,0.0,0.0,0.119,1.749,6.345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.032,10.91,0.29600000000000004,0.119,0.919,0.0,0.0,1.393,0.059,7.086,9.102,8.627,0.0,6.937,0.0,0.0,0.0,0.0,0.474,0.03,0.267,2.846,0.0,0.652,0.0,0.03,0.0,3.439,0.0,0.0,0.0,3.617,0.326,2.194,0.0,0.0,0.0,2.579,-18.974,6.641,1.038,17.729,0.5630000000000001,0.7830620170263156,1.6084213381004482
Ena von Baer Jahn,ex-XVI,UDI,senator,Region de Los Ri­os,49624549,enavonbaer,Independent Democratic Union,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.351,0.0,0.0,0.0,0.0,0.0,0.6759999999999999,0.0,0.0,0.0,0.0,0.0,2.027,0.0,2.027,0.6759999999999999,29.054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6759999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.432,4.73,0.0,0.0,0.0,0.0,0.0,0.0,1.351,4.0539999999999985,17.567999999999998,4.73,0.0,9.459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.027,0.0,3.378,0.0,0.0,0.0,2.027,0.0,0.0,0.0,0.6759999999999999,0.0,0.0,0.0,0.0,0.0,6.081,16.892,0.6759999999999999,0.0,22.297,0.0,1.0920061826523926,1.972989124570843
Rabindranath Quinteros Lara,ex-XVII,PS,senator,Region de Los Lagos,1224922255,quinterosenador,New Majority for Chile/Socialist Party of Chile,0.0,0.0,0.0,0.0,0.7120000000000001,0.5630000000000001,0.0,0.059,1.779,0.0,0.0,0.03,2.668,4.477,0.0,0.03,0.03,0.0,1.364,5.188,0.0,6.462999999999999,0.08900000000000001,2.372,0.0,0.03,0.0,0.0,0.0,0.119,1.749,6.345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.032,10.91,0.29600000000000004,0.119,0.919,0.0,0.0,1.393,0.059,7.086,9.102,8.627,0.0,6.937,0.0,0.0,0.0,0.0,0.474,0.03,0.267,2.846,0.0,0.652,0.0,0.03,0.0,3.439,0.0,0.0,0.0,3.617,0.326,2.194,0.0,0.0,0.0,2.579,-18.974,6.641,1.038,17.729,0.5630000000000001,1.3041129288148359,1.9234890564175064
IvÃ¡n Moreira Barros,ex-XVII,UDI,senator,Region de Los Lagos,67064132,ivanmoreirab,Independent Democratic Union,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.351,0.0,0.0,0.0,0.0,0.0,0.6759999999999999,0.0,0.0,0.0,0.0,0.0,2.027,0.0,2.027,0.6759999999999999,29.054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6759999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.432,4.73,0.0,0.0,0.0,0.0,0.0,0.0,1.351,4.0539999999999985,17.567999999999998,4.73,0.0,9.459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.027,0.0,3.378,0.0,0.0,0.0,2.027,0.0,0.0,0.0,0.6759999999999999,0.0,0.0,0.0,0.0,0.0,6.081,16.892,0.6759999999999999,0.0,22.297,0.0,0.1293511735575099,1.2749587968661005
David Sandoval Plaza,XIV,UDI,senator,Region de Aysen del General Carlos Ibañez del Campo,166398735,sandovalplaza,Independent Democratic Union,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.351,0.0,0.0,0.0,0.0,0.0,0.6759999999999999,0.0,0.0,0.0,0.0,0.0,2.027,0.0,2.027,0.6759999999999999,29.054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6759999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.432,4.73,0.0,0.0,0.0,0.0,0.0,0.0,1.351,4.0539999999999985,17.567999999999998,4.73,0.0,9.459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.027,0.0,3.378,0.0,0.0,0.0,2.027,0.0,0.0,0.0,0.6759999999999999,0.0,0.0,0.0,0.0,0.0,6.081,16.892,0.6759999999999999,0.0,22.297,0.0,-0.4609385193237567,1.0191688334733355
Ximena Ã“rdenes Neira,XIV,Ind-PPD,senator,Region de Aysen del General Carlos Ibañez del Campo,118507160,ximenaordenes,New Majority for Chile,0.246,0.0,0.031,0.0,0.338,0.431,0.092,0.861,0.6459999999999999,0.0,0.0,0.062,2.214,8.363999999999999,0.031,0.0,0.6459999999999999,0.0,0.431,4.336,0.0,2.276,0.523,0.123,0.062,0.0,0.062,0.092,0.154,0.215,0.461,6.396,0.338,0.338,0.0,0.0,1.23,1.23,1.23,1.23,1.907,16.359,0.0,0.0,0.0,0.0,0.0,3.536,4.551,4.52,4.613,12.7,0.092,1.937,0.0,0.031,0.0,0.031,0.0,0.031,0.308,4.428,0.123,0.892,0.338,1.845,0.277,1.568,0.0,0.0,0.031,2.737,0.0,1.599,0.0,0.123,1.199,3.044,-24.938,6.734,0.215,17.312,0.523,-0.2994944710114019,1.4549019634640432
Carlos Bianchi Chelech,ex-XIX,Ind,senator,Region de Magallanes y la Antartica Chilena,2560787765,BianchiPrensa,Independent,0.0,0.097,0.0,0.097,2.041,0.194,0.0,0.292,0.194,1.263,0.0,0.486,0.097,9.815,0.097,0.0,0.0,0.486,0.097,0.972,0.0,6.317,0.972,1.846,1.263,0.777,0.583,0.0,0.0,1.944,3.11,4.568000000000001,0.097,0.097,0.0,0.097,0.0,0.0,0.0,0.0,1.944,11.856,0.097,0.0,0.583,0.0,0.0,1.555,2.624,2.138,3.596,10.982,0.583,2.624,0.0,0.0,0.875,0.0,0.0,3.401,0.0,8.26,0.097,1.555,0.389,0.0,0.0,0.0,0.0,0.0,0.0,1.944,0.972,2.138,0.0,0.194,1.4580000000000002,1.846,-2.332,4.762,2.527,14.577,0.292,2.25387730850294,1.93000258214045
Carolina Goic Boroevic,ex-XIX,DC,senator,Region de Magallanes y la Antartica Chilena,14050989,carolinagoic,Christian Democratic Party,0.256,0.0,0.0,0.0,0.455,0.171,0.057,1.279,0.085,0.0,0.0,0.057,0.8809999999999999,5.687,0.0,0.028,0.085,0.142,0.171,4.151,0.0,1.649,0.398,0.114,0.0,0.0,0.028,0.028,0.0,0.256,0.91,4.038,0.398,0.483,0.0,0.028,0.682,0.682,0.682,0.682,3.753,11.004,0.028,0.0,0.0,0.0,0.0,5.601,5.914,3.014,6.995,18.055,0.0,7.478,0.0,0.028,0.0,0.0,0.0,0.057,0.341,3.952,0.114,1.223,0.085,0.853,0.0,1.479,0.0,0.0,0.0,0.654,0.0,2.502,0.0,0.142,1.479,2.474,-29.713,4.464,0.256,25.05,0.227,1.578498628633091,1.3214493418832878
